Date,Service,Region,ResourceGroup,Cost,Currency,Usage,Unit
2025-03-13 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,359.1797620894546,USD,7112,Various
2025-03-13 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,548.9997983440975,USD,8995,Various
2025-03-13 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,539.753909718907,USD,4671,Various
2025-03-13 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,388.7951316153588,USD,2786,Various
2025-03-13 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,376.50547131330006,USD,6701,Various
2025-03-13 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,404.75726964162885,USD,1020,Various
2025-03-13 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,371.348133464582,USD,4016,Various
2025-03-13 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,257.49486853101115,USD,5077,Various
2025-03-14 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,215.2239006502258,USD,4413,Various
2025-03-14 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,345.2357383984154,USD,5694,Various
2025-03-14 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,287.0283927657333,USD,1126,Various
2025-03-14 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,468.5734531656616,USD,6107,Various
2025-03-14 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,412.7469125107439,USD,6625,Various
2025-03-14 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,444.58630462911134,USD,4177,Various
2025-03-14 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,364.4872717387107,USD,8445,Various
2025-03-14 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,342.834347615353,USD,7394,Various
2025-03-14 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,139.05160032035957,USD,4063,Various
2025-03-14 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,649.9930969144046,USD,19072,Various
2025-03-14 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,361.49239838663266,USD,7606,Various
2025-03-14 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,580.9155694959455,USD,6895,Various
2025-03-15 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,394.9069885843617,USD,6872,Various
2025-03-15 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,473.9486510733962,USD,5044,Various
2025-03-15 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,118.78023917597325,USD,2200,Various
2025-03-15 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,122.2201948908471,USD,8680,Various
2025-03-15 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,277.78141276397645,USD,2973,Various
2025-03-15 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,534.3375876341729,USD,6337,Various
2025-03-15 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,121.83235172739839,USD,1098,Various
2025-03-15 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,505.9897873719105,USD,2664,Various
2025-03-15 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,288.91675699345336,USD,3307,Various
2025-03-15 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,493.3853702080959,USD,3515,Various
2025-03-15 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,302.88801674025115,USD,2342,Various
2025-03-15 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,352.35097548472936,USD,9638,Various
2025-03-16 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,289.32815893270674,USD,5888,Various
2025-03-16 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,356.05885158030503,USD,5538,Various
2025-03-16 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,255.0703230148094,USD,1988,Various
2025-03-16 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,73.41085212673633,USD,2507,Various
2025-03-16 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,182.3730079766598,USD,4142,Various
2025-03-16 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,391.97252706272843,USD,4592,Various
2025-03-16 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,310.18231991493036,USD,1954,Various
2025-03-16 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,301.7588104687602,USD,2058,Various
2025-03-16 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,274.24008547616563,USD,11368,Various
2025-03-16 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,447.9968073416448,USD,7414,Various
2025-03-16 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,213.2634319105446,USD,11178,Various
2025-03-16 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,291.71102158944393,USD,6697,Various
2025-03-17 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,407.18194207470634,USD,8186,Various
2025-03-17 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,253.30996724079935,USD,3666,Various
2025-03-17 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,475.5496899460139,USD,3739,Various
2025-03-17 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,109.9315836978254,USD,4365,Various
2025-03-17 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,399.99706438583286,USD,9220,Various
2025-03-17 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,525.2273088908896,USD,3548,Various
2025-03-17 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,222.0043122395207,USD,2368,Various
2025-03-17 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,221.31879143161274,USD,8748,Various
2025-03-17 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,604.7950257341784,USD,6953,Various
2025-03-17 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,215.88287166138826,USD,10222,Various
2025-03-17 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,171.93137650539552,USD,5055,Various
2025-03-17 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,255.7400907971934,USD,4981,Various
2025-03-18 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,163.08404321784946,USD,2935,Various
2025-03-18 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,393.705637338304,USD,6884,Various
2025-03-18 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,750.6054363886338,USD,16355,Various
2025-03-18 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,364.43720922771456,USD,8095,Various
2025-03-18 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,301.51626115515967,USD,9782,Various
2025-03-18 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,149.63966937310664,USD,7647,Various
2025-03-18 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,527.9437997936045,USD,2640,Various
2025-03-18 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,115.17963914664129,USD,3656,Various
2025-03-18 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,534.5915827899572,USD,2216,Various
2025-03-18 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,83.34570195589635,USD,2240,Various
2025-03-18 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,181.93070685610502,USD,5770,Various
2025-03-18 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,352.4231397946718,USD,1931,Various
2025-03-19 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,258.2957413326182,USD,1795,Various
2025-03-19 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,140.96139659324672,USD,6723,Various
2025-03-19 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,346.7391892087424,USD,6573,Various
2025-03-19 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,495.5504417476373,USD,28855,Various
2025-03-19 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,357.3803909873641,USD,6010,Various
2025-03-19 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,491.1619174827406,USD,2462,Various
2025-03-19 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,317.6144698754291,USD,986,Various
2025-03-19 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,230.19015524504994,USD,5319,Various
2025-03-19 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,477.5496375612478,USD,5640,Various
2025-03-19 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,96.32381218316452,USD,6597,Various
2025-03-19 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,324.9447900481679,USD,9339,Various
2025-03-19 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,224.288567826428,USD,7207,Various
2025-03-20 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,187.4331282263781,USD,8523,Various
2025-03-20 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,129.55623982093596,USD,2721,Various
2025-03-20 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,123.24689243107268,USD,4660,Various
2025-03-20 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,173.6343950154976,USD,7991,Various
2025-03-20 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,130.16349129885884,USD,8985,Various
2025-03-20 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,534.565150649525,USD,1691,Various
2025-03-20 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,232.89579267820136,USD,2072,Various
2025-03-20 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,203.71926572293142,USD,10135,Various
2025-03-20 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,545.005566297906,USD,14572,Various
2025-03-20 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,180.56889378419524,USD,7521,Various
2025-03-20 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,484.1059702998923,USD,5888,Various
2025-03-20 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,198.0382272851178,USD,6446,Various
2025-03-21 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,671.6633270576394,USD,34494,Various
2025-03-21 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,244.36417548960847,USD,9949,Various
2025-03-21 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,1024.4712991625129,USD,34050,Various
2025-03-21 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,427.62028158381526,USD,2093,Various
2025-03-21 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,260.62953091526083,USD,7720,Various
2025-03-21 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,312.0280059510801,USD,6962,Various
2025-03-21 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,260.9710677888753,USD,4352,Various
2025-03-21 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,250.60608357161482,USD,3600,Various
2025-03-21 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,255.1251478200743,USD,6563,Various
2025-03-21 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,216.68729986835277,USD,8478,Various
2025-03-21 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,124.2881097388991,USD,7929,Various
2025-03-21 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,154.8459392932051,USD,4497,Various
2025-03-22 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,143.30065411945108,USD,8824,Various
2025-03-22 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,870.4080948137902,USD,28788,Various
2025-03-22 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,403.79420005735517,USD,7683,Various
2025-03-22 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,515.5117320043796,USD,5325,Various
2025-03-22 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,404.7691111269782,USD,6371,Various
2025-03-22 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,144.3499821436539,USD,4616,Various
2025-03-22 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,376.7500428969189,USD,7732,Various
2025-03-22 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,388.91754396321033,USD,6637,Various
2025-03-22 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,570.9787638522423,USD,7585,Various
2025-03-22 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,493.2305504038567,USD,9068,Various
2025-03-22 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,993.973380226681,USD,38000,Various
2025-03-22 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,193.4223479820868,USD,5724,Various
2025-03-23 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,454.5501311773945,USD,2080,Various
2025-03-23 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,553.9609446609458,USD,1955,Various
2025-03-23 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,406.7491875167037,USD,1204,Various
2025-03-23 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,404.040270286275,USD,7052,Various
2025-03-23 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,191.538923135115,USD,7501,Various
2025-03-23 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,323.4555264487036,USD,3939,Various
2025-03-23 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,169.73264457974722,USD,4417,Various
2025-03-23 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,324.9133392972045,USD,7561,Various
2025-03-23 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,215.96575259542203,USD,9045,Various
2025-03-23 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,189.19459574641053,USD,1357,Various
2025-03-23 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,540.5026591348737,USD,10384,Various
2025-03-23 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,481.5671764138742,USD,10373,Various
2025-03-24 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,294.2832852703468,USD,6827,Various
2025-03-24 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,142.3668846094149,USD,7921,Various
2025-03-24 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,394.76391434696586,USD,4110,Various
2025-03-24 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,251.3471572921235,USD,3568,Various
2025-03-24 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,458.0514877228316,USD,2799,Various
2025-03-24 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,435.69168679927117,USD,2623,Various
2025-03-24 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,33.22889947971777,USD,1737,Various
2025-03-24 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,225.5215681348901,USD,4228,Various
2025-03-24 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,275.6058491898505,USD,7928,Various
2025-03-24 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,168.60530085750733,USD,5945,Various
2025-03-24 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,294.2268905086453,USD,2908,Various
2025-03-24 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,222.4631254623007,USD,1179,Various
2025-03-25 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,248.31159617014518,USD,8359,Various
2025-03-25 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,157.56025614461578,USD,6521,Various
2025-03-25 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,287.62002757745387,USD,2840,Various
2025-03-25 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,323.31517560867337,USD,2570,Various
2025-03-25 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,328.05055864324095,USD,2268,Various
2025-03-25 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,372.049917606046,USD,11689,Various
2025-03-25 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,401.1916908013289,USD,5803,Various
2025-03-25 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,88.1037992814902,USD,7123,Various
2025-03-25 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,350.12565787363644,USD,1990,Various
2025-03-25 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,185.30225757867763,USD,5665,Various
2025-03-25 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,367.65881043592265,USD,9534,Various
2025-03-25 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,321.67704009711474,USD,7693,Various
2025-03-26 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,208.02030805172026,USD,4477,Various
2025-03-26 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,554.8317175172208,USD,6476,Various
2025-03-26 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,472.61325975183337,USD,4827,Various
2025-03-26 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,265.5022090049224,USD,9036,Various
2025-03-26 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,122.64937804968433,USD,10016,Various
2025-03-26 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,298.35946259212216,USD,5221,Various
2025-03-26 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,132.45149907298205,USD,7876,Various
2025-03-26 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,273.028719666545,USD,9913,Various
2025-03-26 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,354.09765646404384,USD,11190,Various
2025-03-26 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,349.55450087739996,USD,9728,Various
2025-03-26 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,227.57422711629107,USD,4074,Various
2025-03-26 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,332.0366139386301,USD,1135,Various
2025-03-27 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,409.6185407518174,USD,2321,Various
2025-03-27 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,107.71727447065277,USD,4966,Various
2025-03-27 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,252.56220598934414,USD,5355,Various
2025-03-27 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,277.6177337867081,USD,5939,Various
2025-03-27 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,109.62178373143018,USD,5729,Various
2025-03-27 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,135.12251350678443,USD,7920,Various
2025-03-27 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,105.28046626341958,USD,4154,Various
2025-03-27 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,197.51346772681873,USD,2050,Various
2025-03-27 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,323.6232162800577,USD,7259,Various
2025-03-27 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,312.2592411305885,USD,8856,Various
2025-03-27 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,226.83532145376196,USD,11258,Various
2025-03-27 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,407.1922193144703,USD,2489,Various
2025-03-28 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,279.5724336864887,USD,4432,Various
2025-03-28 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,201.40841465203164,USD,4844,Various
2025-03-28 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,206.786841213972,USD,1326,Various
2025-03-28 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,593.4555711639599,USD,42080,Various
2025-03-28 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,316.5659371957861,USD,1243,Various
2025-03-28 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,235.29762508627164,USD,7159,Various
2025-03-28 18:43:39.061546,RDS,us-east-1,rg-RDS-us-east-1,337.68268295645964,USD,10500,Various
2025-03-28 18:43:39.061546,RDS,us-west-2,rg-RDS-us-west-2,590.8247126190273,USD,1770,Various
2025-03-28 18:43:39.061546,RDS,eu-central-1,rg-RDS-eu-central-1,214.50946060267935,USD,8659,Various
2025-03-28 18:43:39.061546,Lambda,us-east-1,rg-Lambda-us-east-1,239.1283649502116,USD,10715,Various
2025-03-28 18:43:39.061546,Lambda,us-west-2,rg-Lambda-us-west-2,365.1449703788762,USD,4377,Various
2025-03-28 18:43:39.061546,Lambda,eu-central-1,rg-Lambda-eu-central-1,259.5527533465498,USD,6380,Various
2025-03-29 18:43:39.061546,EC2,us-east-1,rg-EC2-us-east-1,253.29271435269186,USD,2788,Various
2025-03-29 18:43:39.061546,EC2,us-west-2,rg-EC2-us-west-2,295.3149212676989,USD,8617,Various
2025-03-29 18:43:39.061546,EC2,eu-central-1,rg-EC2-eu-central-1,146.19012314328535,USD,6061,Various
2025-03-29 18:43:39.061546,S3,us-east-1,rg-S3-us-east-1,204.7497624475251,USD,4467,Various
2025-03-29 18:43:39.061546,S3,us-west-2,rg-S3-us-west-2,591.2518442513476,USD,5813,Various
2025-03-29 18:43:39.061546,S3,eu-central-1,rg-S3-eu-central-1,116.66419004331337,USD,8569,Various
